"Ticker","Book Value per Share","PE ratio","PB ratio","Enterprise Value over EBITDA","returnOnEquity","assetTurnover","Dividend Yield","interestCoverage","Free Cash Flow Yield","EPS Diluted Growth","debtEquityRatio","currentRatio","Market Cap","EBITDA Margin","Profit Margin","operatingCashFlowSalesRatio","Revenue Growth","Price Variation","Class"
"AMRH",0.452,0,0.3847,0,-1.5705,1.450809027,0,-13.4528,-0.3713,-0.0933,0.484,0.685,6891717.006,-0.161,-0.453,-0.059665061,-0.1151,-50.86956441,"0"
"AMRH",1.298,0,2.6238,0,-0.4666,0.930974162,0,-18.9405,-0.056,-2.5714,0.3694,0.482,48995809.41,-0.158,-0.23,-0.056402236,0.3444,-94.36893216,"0"
"AMRH",0.892,0,7.7559,0,-0.2385,0.914894691,0,-7.6923,-0.0302,-0.2353,0.4314,0.792,90397677.72,-0.122,-0.077,-0.074808271,0.6968,-52.38095238,"0"
"AMRH",9.805,0,283.3987,0,0.4351,0.44412013,0,-3.6146,-0.0139,-1.0398,0,1.242,76817835.6,NA,NA,-0.597617148,NA,-3.993610224,"0"
"AMSC",9.425,0,0.7435,0,-0.609,0.527031571,0,-24.9511,-0.5417,0.3608,0.0955,1.367,61645051.72,-0.53,-0.69,-0.463292216,-0.1615,11.16138399,"1"
"AMSC",17.927,0,0.9859,0,-0.5011,0.49918402,0,-4.735,-0.123,0.2793,0.1124,1.741,109704836.5,-0.418,-0.669,-0.157720794,-0.0378,-22.31707276,"0"
"AMSC",4.363,0,1.5922,0,-0.4545,0.750119708,0,-67.4883,-0.1214,-0.125,0.0246,1.729,97549097.1,-0.244,-0.364,-0.149145555,-0.2169,-192.650913,"0"
"AMSC",2.754,0,2.1472,0,-0.6275,0.548942444,0,225.0612,-0.0891,0.1263,0,2.458,117245906.4,-0.447,-0.677,-0.512922753,-0.3563,-33.19149017,"0"
"AMSC",6.34,0,1.2331,0,-0.277,0.709609956,0,-19.0077,-0.0535,0.6934,0.0478,2.032,106721928.4,-0.122,-0.241,-0.047478208,0.3614,-51.07816608,"0"
"AMSWA",3.743,31.9,3.4568,14.2135,0.1071,0.691577946,0.0345,0,0.0013,-0.1837,0,2.331,387987616.3,0.193,0.107,0.05992742,0.0604,50.43267634,"1"
"AMSWA",3.286,33.4828,2.9666,13.0586,0.0875,0.766188015,0.0412,0,0.0228,-0.2432,0,2.181,274245530.8,0.158,0.079,0.097440533,0.0226,10.10418128,"1"
"AMSWA",3.303,25.6111,2.8037,9.6478,0.1079,0.832984699,0.0434,0,0.0541,0.25,0,2.395,265985152.3,0.178,0.09,0.160603746,0.1071,18.15836558,"1"
"AMSWA",3.349,26.0541,2.9211,10.7458,0.1116,0.766659046,0.0207,0,0.0561,-0.0263,0,2.704,269418671.8,0.184,0.103,0.182016083,0.0013,19.5240615,"1"
"AMSWA",3.549,21.94,3.1213,8.4218,0.1409,0.714412465,0.0392,0,0.088,0.4,0,2.563,323291154.6,0.266,0.138,0.18610165,-0.0668,-8.49266638,"0"
"AMZN",23.249,0,13.4357,27.559,-0.0224,1.632657554,0,0.6476,0.0136,-1.8814,0.7695,1.115,1.44e+11,0.055,-0.003,0.076886771,0.1952,119.074951,"1"
"AMZN",57.727,188.1345,20.7258,35.1381,0.1095,1.354550301,0,5.4835,0.0145,0.2551,0.893,1.04,5.73e+11,0.091,0.017,0.103251886,0.308,26.32105351,"1"
"AMZN",28.66,528.0391,23.5834,36.8393,0.0445,1.652678889,0,4.3682,0.0235,3.4038,0.6147,1.054,3.17e+11,0.077,0.006,0.11250771,0.2025,17.72084438,"1"
"AMZN",89.423,72.6291,16.8997,25.9138,0.2313,1.431846687,0,8.9534,0.0264,2.2748,0.7611,1.098,7.34e+11,0.12,0.043,0.131922349,0.3093,20.05743244,"1"
"AMZN",40.686,150.4331,18.6415,27.4146,0.1229,1.630500468,0,8.843,0.0292,2.92,0.399,1.045,3.58e+11,0.091,0.017,0.126504739,0.2708,55.17003426,"1"
"ANET",16.109,36.4887,6.132,22.6851,0.1652,0.653072544,0,77.8498,0.0224,0.497,0.0357,3.321,6814509902,0.234,0.162,0.15435715,0.3481,142.7158539,"1"
"ANET",28.674,47.9954,7.4201,43.801,0.153,0.698047004,0,107.8538,0.0302,-0.2411,0.0165,4.476,15892532110,0.148,0.152,0.233859928,0.3069,-3.395872264,"0"
"ANET",11.474,42.7887,5.2954,29.2669,0.124,0.720208921,0,17.4884,0.0303,0.7917,0.0766,4.706,3914490950,0.205,0.118,0.225772377,0.617,24.18633688,"1"
"ANET",23,39.4923,10.193,30.9433,0.2542,0.668947441,0,171.4888,0.0365,1.14,0.0227,4.277,16888441783,0.302,0.257,0.38369115,0.4579,-8.799723819,"0"
"ANET",11.948,43.0055,6.62,28.7733,0.1511,0.722129685,0,46.6923,0.0413,0.2946,0.0523,4.146,5274154907,0.192,0.142,0.283890347,0.434,25.02583299,"1"
"ANGI",-0.379,0,0,0,0.5445,2.038404794,0,-8.9942,-0.0884,0.6316,-2.6542,0.88,364558897.7,-0.017,-0.038,0.014694725,0.2824,-46.32238774,"0"
"ANGI",2.081,0,5.4885,0,-0.1038,0.501877647,0,-18.6774,0.0027,-9,0.2767,1.534,5452019402,-0.145,-0.14,0.056794942,0.476,40.71803492,"1"
"ANGI",-0.041,0,0,49.2401,0.5565,2.082918615,0,2.5919,0.0141,1,-24.2058,0.813,547130930,0.031,-0.004,0.049515367,0.1466,-9.857618411,"0"
"ANGI",2.648,100.4375,6.0691,46.7952,0.0589,0.626230139,0,6.948,0.0235,1.625,0.1978,2.356,7968373459,0.148,0.068,0.197572778,0.5376,-46.32445874,"0"
"ANGI",2.602,271,3.1447,13.2088,0.0857,1.688193911,0,28.9217,0.065,0,0.3255,0.943,480919296.5,0.075,0.026,0.096005131,0.3812,28.65928525,"1"
"ANSS",26.425,48.7049,5.5929,25.302,0.1154,0.372328473,0,0,0.0326,-0.0033,0,2.087,12606023264,0.423,0.237,0.393004337,0.108,-3.77650656,"0"
"ANSS",31.552,28.6453,4.5154,20.4391,0.1583,0.396096222,0,0,0.0389,0.6376,0,2.499,11944068973,0.422,0.324,0.376023085,0.1811,79.99441546,"1"
"ANSS",24.502,32.8014,3.7357,17.1422,0.1151,0.345342913,0,0,0.0437,0.0222,0,2.223,8231778130,0.461,0.268,0.398512654,0.0072,-2.652607581,"0"
"ANSS",25.318,30.6066,3.6436,16.1245,0.1203,0.352956909,0,0,0.0438,0.0833,0,2.169,8077308239,0.455,0.269,0.370250843,0.0485,58.10390868,"1"
"ANSS",24.086,29.6029,3.3871,15.6617,0.1149,0.340015308,0,447.905,0.0477,0.0465,0,2.327,7536491260,0.46,0.272,0.411643542,0.0868,13.30230364,"1"
"ANY",82.236,0,0.7004,0,-3.3483,0.825370586,0,-12.2957,-1.3605,-0.1103,2.1518,0.706,13017081.6,-0.738,-0.896,-0.228725145,0.003,-65.8333319,"0"
"ANY",-3.38,0,0,0,4.6742,0.800106326,0,-343.8421,-1.3026,0.6245,-0.107,0.363,5893816.95,-2.467,-2.902,-0.843964563,-0.2833,-74.74025921,"0"
"ANY",16.816,0,1.2845,0,-2.5025,0.151284822,0,0,-1.2641,0.8472,0,1.082,7189041.6,-1.663,-2.078,-0.71156441,-0.8351,85.8796301,"1"
"ANY",359.038,0,0.8439,0,-0.6931,0.547512418,0,-14.8542,-0.4523,-1.3396,0.5414,0.788,52349007,-0.5,-0.62,-0.304037287,4.6548,77.94117647,"1"
"ANY",705.648,0,1.488,0,-0.1494,0.090236696,0,-27.3669,-0.0866,-1.7895,0.2865,0.867,121585800,-0.652,-0.945,-0.634419779,0,-72.04797048,"0"
"AOSL",11.656,23.9,1.2282,6.6929,0.0512,0.631967067,0,19.2351,-0.5089,0.0179,0.3298,1.844,342439085.3,0.107,0.034,0.00825519,0.0997,-29.22201077,"0"
"AOSL",11.332,17.8077,0.8249,4.0216,0.0462,0.895613084,0,49.2398,-0.015,-0.6689,0.0789,3.032,229675743,0.073,-0.024,0.100266821,0.0308,141.4301867,"1"
"AOSL",17.882,4.2623,0.7723,4.2201,0.1814,1.229899944,0,190.7778,0.0518,17.1818,0.0247,2.806,305214602.9,0.087,-0.01,0.093634183,-0.0572,3.959269477,"1"
"AOSL",10.785,0,1.3006,7.9885,-0.0121,1.203550965,0,48.5217,0.0585,0.5517,0.0104,2.705,312474221.8,0.117,0.036,0.104821606,0.142,-39.4893142,"0"
"AOSL",10.906,0,0.8585,5.0385,-0.011,0.921264835,0,-0.2594,0.1189,0.4545,0.0561,3.094,242249702.6,0.085,-0.009,0.113090291,0.0236,-24.2943075,"0"
"APH",13.337,20.255,6.0447,13.4954,0.3,0.816533763,0.0109,16.5015,0.0331,0.8689,0.8889,1.865,24413524721,0.241,0.147,0.135662034,0.1698,36.98702614,"1"
"APH",13.051,41.2207,6.7207,17.214,0.163,0.700856666,0.008,15.5417,0.0344,-0.2107,0.8879,2.948,26808772629,0.237,0.093,0.163193702,0.1153,-6.824120887,"0"
"APH",9.286,23.8097,5.7347,14.7987,0.2439,0.765184157,0.0084,13.0199,0.0407,0.1276,0.9136,3.302,16652336295,0.227,0.133,0.164792816,0.1584,-1.682454365,"0"
"APH",11.92,25.2547,5.6569,15.9312,0.2239,0.7396896,0.0086,16.584,0.043,0.083,0.8193,2.196,20800697838,0.226,0.131,0.171417664,0.1289,31.35785096,"1"
"APH",10.477,21.1457,4.9754,13.3605,0.2358,0.746634667,0.0101,16.2855,0.0539,0.0905,0.8688,3.818,16100485140,0.231,0.137,0.185052167,0.0418,33.35200746,"1"
"APPF",3.407,0,4.285,0,-0.2155,0.828649109,0,-25.2067,-0.0372,0.2551,0,1.627,489522465.6,-0.119,-0.209,-0.091281326,0.5728,-70.84527447,"0"
"APPF",-5.877,0,0,0,0.1675,1.874302115,0,147.1186,-0.0225,-0.1264,0,0.577,455767131,-0.102,-0.181,0.009964129,0.7961,3.693185089,"1"
"APPF",2.076,0,11.1092,435.1264,-0.1188,1.14044695,0,0,-0.005,0.6575,0,1.508,775024537,0.016,-0.078,0.108915955,0.4082,80.43478261,"1"
"APPF",2.691,100.3729,21.9546,56.8436,0.2174,1.081540449,0,0,0.0108,1,0.5424,3.828,2028316268,0.184,0.105,0.190812907,0.3217,86.22966674,"1"
"APPF",2.513,142.069,16.4381,60.1927,0.1142,1.304359263,0,0,0.0119,2.12,0,2.252,1398619861,0.156,0.068,0.204244696,0.362,43.73786438,"1"
"APPN",1.178,0,23.2869,0,-0.6756,0.972394717,0,-247.5455,-0.0225,-0.2698,0,1.633,1700651529,-0.207,-0.218,-0.138134364,0.2829,-44.18867579,"0"
"APPN",-1.852,0,0,0,0.1963,1.293805603,0,-13.4033,-0.0099,-0.6957,-0.315,1.163,880905018.8,-0.093,-0.1,-0.058349571,0.1953,-109.7268425,"0"
"APPN",0.919,0,35.9691,0,-0.6811,1.097390905,0,-62.945,-0.0048,-0.6154,0,1.527,1993626305,-0.163,-0.177,-0.051647363,0.3296,-19.20750764,"0"
"APPS",0.933,0,1.012,0,-0.3911,0.373740472,0,-8.2983,-0.129,0.2174,0.1561,0.769,62635965.64,-0.477,-0.603,-0.165742284,0.807,-2.234641448,"0"
"APPS",2.349,0,1.5365,0,-0.2693,0.230494978,0,-101.1368,-0.1181,0.0735,0.1168,0.846,123306275.9,-0.763,-0.872,-0.513238001,0.1577,-46.45669155,"0"
"APPS",1.332,0,0.9611,0,-0.3407,0.182474988,0,-15.211,-0.1096,0.2698,0.1268,0.76,78628677.61,-0.819,-1.26,-0.317693587,-0.2124,-155.7142846,"0"
"APPS",1.199,0,3.2939,0,-0.522,0.541168644,0,-11.4193,-0.0617,0.1605,0,2.308,129926761.5,-0.582,-0.705,-0.319906573,5.3305,-62.53520956,"0"
"APPS",0.394,0,5.4715,0,-1.9101,0.863105754,0,-25.0319,0.0329,-1.0833,0.1922,0.857,151038141.5,-0.657,-0.707,0.093189389,0.8592,-277.2486862,"0"
"APWC",10.966,37.2857,NA,NA,0.0068,1.191798655,0,2.9169,1.5431,-0.8056,0.3559,2.123,34550000,0.024,0.002,0.027233026,-0.0203,-41.15383819,"0"
"APWC",9.719,0,NA,NA,-0.0573,1.276410619,0,-3.6723,1.5431,-9,0.2812,2.398,34550000,0,-0.02,0.031101142,-0.1367,90.47619048,"1"
"APWC",9.837,13.5714,NA,NA,0.021,1.30984414,0,3.932,1.5431,1.375,0.2082,2.792,34550000,0.026,0.007,0.027745635,-0.013,-0.18148631,"0"
"APWC",11.095,4.5238,NA,NA,0.0569,1.269893652,0.0351,12.3514,1.5431,2,0.2689,2.795,34550000,0.047,0.021,-0.031870936,0.1057,-29.88259722,"0"
"APWC",10.856,9.2381,NA,NA,0.0195,1.392880267,0.0412,5.9448,1.5431,-0.6667,0.166,3.543,26810800,0.031,0.007,0.10732028,0.0017,-22.90502656,"0"
"ARC",2.222,63.875,4.6135,11.2961,0.0708,1.023397123,0,1.6609,0.0769,1.4545,1.9838,1.226,477516500.2,0.138,0.017,0.118020748,0.0407,-55.75575398,"0"
"ARC",3.264,0,1.629,0,-0.3193,1.100303021,0,-7.7106,0.1666,-1.5098,1.0484,1.671,246424081.1,-0.036,-0.118,0.130788219,-0.0521,-52.42537521,"0"
"ARC",4.334,2.125,1.0217,5.204,0.4801,0.90333124,0,4.9587,0.2202,12.6,0.848,1.575,207705369.3,0.159,0.226,0.139925116,0.0116,19.52940997,"1"
"ARC",2.852,0,0.8891,7.0656,-0.1652,1.16249245,0,-0.0142,0.3652,0.5481,1.1089,1.528,118466066.6,0.084,-0.055,0.132723738,-0.0289,-19.6078435,"0"
"ARC",3.123,10.25,0.6578,3.7593,0.0633,1.179761919,0,3.076,0.4265,1.4255,0.9068,1.425,93868503.7,0.127,0.022,0.137141203,0.0157,-37.94642947,"0"
"ARW",55.81,17.8899,1.446,9.632,0.0813,1.613350279,0,5.1677,-0.0077,-0.2113,0.6647,1.56,7145167060,0.038,0.015,0.004690606,0.1306,-15.10712151,"0"
"ARW",60.874,8.4188,1.1207,6.8855,0.1345,1.668692388,0,5.2091,0.0238,0.808,0.6545,1.548,6010519329,0.044,0.024,0.009188669,0.1176,21.84039417,"1"
"ARW",48.521,12.4261,1.4506,8.4534,0.1185,1.653334287,0,5.7157,0.0305,0.0923,0.6322,1.542,6400916771,0.044,0.022,0.015313094,0.0088,12.54024786,"1"
"ARW",42.097,11.4634,1.3475,7.6344,0.1199,1.830970879,0,6.8886,0.0982,0.2935,0.5011,1.547,5610002904,0.042,0.022,0.029571375,0.0661,-5.675484679,"0"
"ARW",43.785,10.3004,1.2112,7.3619,0.1202,1.787908551,0,6.0917,0.1004,0.0442,0.5853,1.517,5067443210,0.042,0.021,0.028348399,0.0225,34.1738876,"1"
"ASML",20.8063,32.5063,NA,NA,0.1593,0.479867535,0.0095,149.0971,0.0438,0.0231,0.1536,2.9952,83371750000,0.3172,0.247,0.17506105,-0.0173,-16.72500371,"0"
"ASML",21.1531,25.3904,NA,NA,0.1654,0.472913527,0.0084,94.8545,0.0438,0.0584,0.1347,2.6938,83371750000,0.3214,0.24,0.322152241,-0.0371,30.05022418,"1"
"ASML",24.2884,28.669,NA,NA,0.1586,0.399578052,0.0109,-52.181,0.0438,0.0994,0.338,2.7453,83371750000,0.3242,0.2389,0.242309203,0.0601,58.9368689,"1"
"ASML",30.0996,30.7795,NA,NA,0.1918,0.492756571,0.0086,48.171,0.0438,0.5008,0.2807,3.3649,83371750000,0.3806,0.2773,0.202874134,0.4868,-11.66466696,"0"
"ASML",31.4908,22.195,NA,NA,0.2226,0.54347988,0.0127,105,0.0438,0.2153,0.26,3.192,65516020000,0.3563,0.2724,0.280765716,0.1691,92.38930985,"1"
"ASUR",7.317,0,0.7565,26.0891,-0.0736,0.246336195,0,-0.7356,-0.1671,-0.0189,1.0921,1.077,77339870.72,0.075,-0.085,-0.080144348,0.6339,-55.21822267,"0"
"ASUR",2.793,0,3.4444,15.741,-0.0533,0.41413141,0,0.6104,-0.0415,0.4643,1.6462,1.102,58917420,0.136,-0.027,-0.056609082,0.321,-56.88888762,"0"
"ASUR",5.856,0,2.932,46.3779,-0.0897,0.267776953,0,-0.2162,-0.0166,-2.5333,1.1896,1.245,186503627.2,0.093,-0.105,-0.000661254,0.5318,-66.04278135,"0"
"ASUR",0.745,0,7.6183,12.1507,-0.0586,0.789311825,0,0.8923,0.0569,0.8621,3.3843,0.492,34059225.48,0.148,-0.01,0.099463354,0.068,-17.99999584,"0"
"ASUR",0.602,0,7.6299,15.5535,-0.4726,0.795635331,0,-0.3611,0.0693,-6,3.5753,0.482,28366303.46,0.097,-0.065,0.124693377,-0.011,-88.27434214,"0"
"ASX",2.9771,13.4548,NA,NA,0.1507,0.768885163,0.0011,12.8494,0.2475,0.3202,0.6739,0.0444,7.965e+09,0.007,0.0027,0.178741254,0.099,0.261958192,"1"
"ASX",2.9828,14.4643,NA,NA,0.1278,0.776199207,0.0017,11.3987,0.2475,-0.1434,0.7768,0.0388,7.965e+09,0.006,0.0021,0.222543514,0.064,-5.00893961,"0"
"ASX",3.0322,5.8932,NA,NA,0.1377,0.767981629,0.0015,12.8153,0.2475,0.9177,0.7173,0.0414,7.965e+09,0.0066,0.0024,0.200512455,-0.0097,32.09105312,"1"
"ASX",3.8279,7.0343,NA,NA,0.1213,0.798085829,8e-04,17.3061,0.2475,0.2091,0.4103,0.045,7.965e+09,0.007,0.0027,0.17874655,0.1471,-38.41472661,"0"
"ASX",3.7652,3.7136,NA,NA,0.1302,0.694849047,0,9.6132,0.2475,0.1352,0.9841,0.0415,7.965e+09,0.0068,0.0023,0.162540458,0.2401,57.30758256,"1"
"ASYS",6.058,0,0.7767,0,-0.1067,0.83601422,0,-57.61,-0.1888,0.5149,0.1286,2.177,56547016.7,-0.023,-0.074,-0.095983143,0.8563,-31.45161079,"0"
"ASYS",5.092,0,0.9747,0,-0.1045,1.015857469,0,0,-0.1593,0.1846,0.1526,2.179,65342320.8,-0.008,-0.058,-0.08053496,0.1471,-142.0673092,"0"
"ASYS",5.666,0,1.9106,0,-0.2366,0.628459245,0,296.175,-0.1096,0.3649,0,1.974,105341446.5,-0.167,-0.231,-0.196120423,0.6237,-39.04576485,"0"
"ASYS",6.764,18.5882,1.9422,7.7743,0.1009,0.433523116,0,0,0.0627,2.283,0.0939,1.828,168588389,0.157,0.11,0.409892504,-0.3095,-57.30442642,"0"
"ASYS",6.276,14.5833,0.8308,3.698,0.057,0.669671901,0,0,0.0687,-0.4853,0.0633,2.738,78685661.25,0.104,0.053,-0.137607068,0.2044,-46.72130491,"0"
"ATEN",1.984,0,2.198,0,-0.3596,0.960033159,0,-31.3084,-0.1384,0.7643,0,2.424,264719728.2,-0.123,-0.2,-0.170121499,0.2665,-44.49339202,"0"
"ATEN",1.425,0,4.4377,0,-0.2658,0.984513049,0,-204.6977,-0.0119,-1.5333,0,2.208,460502122.1,-0.08,-0.119,-0.011600918,-0.0136,10.80645318,"1"
"ATEN",1.253,0,5.342,0,-0.5357,1.033666505,0,-79.8448,-2e-04,0.0946,0,2.029,415482572.5,-0.163,-0.213,0.0172759,0.0935,-30.66038121,"0"
"ATEN",1.404,0,5.6044,0,-0.1093,1.047011892,0,-57.9198,0.0156,0.5588,0,2.198,548323737.5,-0.004,-0.046,0.060799647,0.0358,-19.48387392,"0"
"ATEN",1.26,0,6.8545,0,-0.2706,1.048742001,0,-50.0236,0.0219,0.4925,0,1.94,565872920.2,-0.057,-0.099,0.082614377,0.158,-8.313542515,"0"
"ATHM",5.5442,32.1287,NA,NA,0.2043,0.404081261,0,0,0.047,0.4881,0,0.5439,11786580000,0.0744,0.0567,0.479966,0.717,-7.594610869,"0"
"ATHM",6.6592,25.6708,NA,NA,0.2042,0.460018597,0,0,0.047,0.2316,0.0361,0.4103,11786580000,0.0593,0.0441,0.422012572,0.5497,-20.92586459,"0"
"ATHM",8.0168,16.5385,NA,NA,0.1931,0.63475346,0,0,0.047,0.1538,0.0049,0.4207,11786580000,0.0321,0.0297,0.264042951,0.6085,152.6171649,"1"
"ATHM",10.3059,27.5637,NA,NA,0.2522,0.505099116,0,0,0.047,0.6818,0,0.3987,11786580000,0.0574,0.0487,0.396719355,0.0935,10.3385073,"1"
"ATHM",13.6653,22.1546,NA,NA,0.2584,0.459066941,0.0014,0,0.047,0.3602,0,0.4566,9231140000,0.067,0.0575,0.430163562,0.1152,4.889883871,"1"
"ATOM",1.402,0,2.3261,0,-0.7268,0.012708581,0,0,-0.227,0.0811,0,11.973,43146216.75,-52.293,-52.427,-39.72764228,1.2364,-4.230118553,"0"
"ATOM",1.432,0,2.9211,0,-0.7752,0.006177346,0,0,-0.188,0.5,0,18.68,49737005.33,-118.627,-118.8,-84.44545455,0,-29.82885627,"0"
"ATOM",4.549,0,1.4464,0,-0.4879,0,0,-3.7765,-0.0863,0.706,0,26.008,79121631.12,NA,NA,NA,0,-34.19452927,"0"
"ATOM",-10.413,0,0,0,0.725,0,0,-3.929,-0.0709,-1.4355,-1.2267,0.197,93618181.8,NA,NA,NA,0,-15.625,"0"
"ATVI",11.082,31.9917,3.5073,21.609,0.1106,0.305916306,0.0059,6.6616,0.0406,0.0531,0.505,1.297,28304127221,0.303,0.191,0.269939966,0.0581,-3.232714398,"0"
"ATVI",12.549,178.6389,5.1451,22.1061,0.0289,0.375883865,0.0047,8.8836,0.0423,-0.7188,0.464,1.78,48624755951,0.311,0.039,0.315376942,0.0619,-27.21179741,"0"
"ATVI",14.95,19.5672,3.1273,13.8304,0.1591,0.419228619,0.0073,27.4366,0.0467,5.5278,0.2345,2.311,35535271937,0.328,0.242,0.238666667,0.0688,27.35980696,"1"
"ATVI",12.323,28.1846,2.9854,13.4357,0.1059,0.378638551,0.0071,6.1682,0.0741,0.0756,0.5359,1.819,27231337913,0.325,0.146,0.326119855,0.4168,73.87467525,"1"
"ATVI",10.102,17.6754,2.0114,10.9619,0.1154,0.301051769,0.0099,5.8564,0.0845,0.1895,0.5978,2.41,14488454641,0.289,0.189,0.301950998,-0.0382,94.26837712,"1"
"AUDC",3.162,0,NA,NA,-6e-04,0.75644263,0,17.8622,0.0843,-1,0.0732,1.839,233482990,0.044,-0.001,0.039299639,0.1045,-14.66083631,"0"
"AUDC",2.923,390,NA,NA,0.0031,0.736271204,0,-6.1222,0.0843,0,0.0968,1.699,233482990,0.041,0.003,0.125666326,-0.078,56.01962696,"1"
"AUDC",3.089,14.3261,NA,NA,0.1494,0.778554467,0,48.4625,0.0843,44,0.1099,1.781,233482990,0.073,0.112,0.126000371,0.0416,11.68436416,"1"
"AUDC",2.97,57.6923,NA,NA,0.0436,0.916934795,0,965,0.0843,-0.7111,0.0948,1.706,233482990,0.077,0.026,0.113341287,0.0767,37.2159342,"1"
"AUDC",3.268,21.0213,NA,NA,0.1427,0.982444306,0.0202,-71.75,0.0843,2.4615,0.0653,2.08,287419080,0.106,0.077,0.145156989,0.1243,138.5212347,"1"
"AUTO",2.588,0,1.1784,0,-1.1582,2.187351958,0,0,-0.0966,0.4453,0.0298,1.746,39494297.5,-0.241,-0.309,-0.023250444,-0.1163,-27.98833876,"0"
"AUTO",10.305,48,2.1892,19.8248,0.0429,0.867424538,0,0,0.04,0.1563,0.2495,2.412,236873660.6,0.091,0.035,0.091573717,0.2536,-35.98286691,"0"
"AUTO",7.671,28.6842,1.421,12.4647,0.0493,1.014596798,0,0,0.0688,-0.9114,0.2599,1.857,98413189.7,0.072,0.032,0.074239259,0.3563,105.0909042,"1"
"AUTO",5.134,0,1.831,0,-0.9672,1.529656776,0,0,0.0788,-19.8966,0.134,3.163,122983142.2,-0.224,-0.457,0.080830255,-0.0929,-67.55319068,"0"
"AUTO",10.911,38.1944,1.2602,9.6527,0.0324,0.947985552,0,0,0.1068,-0.2162,0.1928,2.673,150732037.5,0.089,0.025,0.116425417,0.1761,-34.47272561,"0"
"AVGO",12.92,82.2286,6.6825,24.9664,0.0811,0.406920217,0.0131,3.6909,0.0351,-0.5479,1.6987,3.775,21835316842,0.242,0.062,0.275240103,0.694,46.76652152,"1"
"AVGO",51.617,0,3.5963,30.91,-0.092,0.264980187,0.0114,-0.8752,0.0398,-2.0021,0.7221,2.315,67657268282,0.191,-0.131,0.257628399,0.9402,46.88154248,"1"
"AVGO",17.856,23.9458,7.2484,13.9374,0.2894,0.648977651,0.0125,8.5393,0.0538,3.899,0.8214,3.359,34089722131,0.38,0.2,0.33968347,0.5985,26.13972126,"1"
"AVGO",50.086,62.4952,5.2929,16.3227,0.0834,0.324083943,0.0156,4.804,0.0556,1.8272,0.8651,6.257,1.07e+11,0.392,0.096,0.371456112,0.332,-1.6858755,"0"
"AVGO",63.773,7.5039,3.4016,11.7286,0.4599,0.415928497,0.0318,7.6481,0.0932,6.0746,0.6562,3.895,90995496308,0.426,0.588,0.425940138,0.1821,29.44361589,"1"
"AVID",-6.744,3.8583,0,3.7552,-0.1786,2.05115774,0,3.3988,-0.32,19,-0.718,0.635,188094569.5,0.175,0.094,-0.096097123,0.0125,-16.41468106,"0"
"AVID",-8.36,121.5,0,13.7424,-0.0075,2.039298016,0,1.089,-0.1714,-0.8421,-0.3063,0.451,287984364.1,0.053,0.005,-0.067298925,-0.0465,-40.37940343,"0"
"AVID",-8.713,37.3947,0,14.5239,-0.0432,2.767504006,0,10.5517,-0.0416,-0.2963,0,0.492,557226648.6,0.069,0.028,-0.018664746,-0.0589,-48.73417845,"0"
"AVID",-6.547,0,0,13.248,0.0505,1.785392272,0,0.3277,0.0046,-1.275,-0.7834,0.714,229406688.4,0.069,-0.032,0.021326816,-0.1815,-14.72172615,"0"
"AVID",-4,0,0,10.1154,0.064,1.554609299,0,0.5994,0.0296,0.2121,-1.332,1.048,198800082.8,0.085,-0.026,0.038283787,-0.0137,85.71428866,"1"
"AVNW",21.787,0,0.6929,0,-0.4567,1.366635071,0,-126.5964,-0.4977,-1.9613,0.0536,1.794,77687190,-0.121,-0.148,-0.084535534,-0.2658,49.34210588,"1"
"AVNW",16.153,0,0.9663,0,-0.2941,1.494684378,0,-65.8428,-0.1638,0.5226,0.1075,1.558,81135038.4,-0.053,-0.073,-0.028575852,-0.0293,-44.06249348,"0"
"AVNW",10.141,0,0.7975,0,-0.5631,1.617532855,0,-270.8462,-0.0288,-0.2021,0.1694,1.405,42345769.2,-0.08,-0.111,0.001324947,-0.2,-10.72992911,"0"
"AVNW",10.779,46.7714,1.523,9.7963,0.0321,1.553918019,0,28.8966,0.0188,3.0625,0.1565,1.428,87568188.33,0.025,0.008,0.033850709,0.0026,-1.679494554,"0"
"AVNW",10.166,0,1.7175,12.7927,-0.0153,1.585268981,0,-15.14,0.0582,0.972,0.1673,1.448,92488534.2,0.021,-0.003,0.038883882,-0.0998,-12.30972666,"0"
"AVT",40.793,9.5278,0.9432,6.7453,0.1014,1.798010514,0.0178,6.7477,-0.0994,0.0737,0.3434,3.07,4918514254,0.047,0.03,-0.021140584,0.0418,-8.094004216,"0"
"AVT",35.85,10.137,1.0698,8.4975,0.108,1.489402797,0.0173,7.457,0.0172,-0.0777,0.5312,1.822,5041652238,0.046,0.03,0.013399462,-0.0518,-14.59480876,"0"
"AVT",35.438,11.2177,1.2543,7.7163,0.1116,2.444271595,0.0135,7.6887,0.0186,0.2118,0.4241,1.798,6132487915,0.034,0.02,0.00863349,0.0802,1.591053466,"1"
"AVT",39.072,0,1.0696,13.2611,-0.0334,1.983661505,0.0173,2.4183,0.0193,-1.3186,0.3532,2.563,5055511260,0.024,-0.008,0.013315461,0.0916,18.34270929,"1"
"AVT",34.275,9.8732,1.1968,8.0386,0.1221,1.634758873,0.0155,8.5568,0.0804,0.0591,0.4221,2.009,5605396391,0.047,0.032,0.033071223,-0.358,14.31952121,"1"
