"Ticker","Book Value per Share","PE ratio","PB ratio","Enterprise Value over EBITDA","returnOnEquity","assetTurnover","Dividend Yield","interestCoverage","Free Cash Flow Yield","EPS Diluted Growth","debtEquityRatio","currentRatio","Market Cap","EBITDA Margin","Profit Margin","operatingCashFlowSalesRatio","Revenue Growth","Price Variation","Class"
"IVAC",3.98,32.6875,1.3298,81.8055,0.04,0.779175883,0,0,-0.0416,-0.1111,0,3.187,119319798.4,0.011,0.038,-0.018041508,-0.1571,-31.71641356,"0"
"IVAC",4.167,0,1.7037,0,-0.2783,0.545001039,0,0,-0.038,-0.7576,0,4.325,167925035.6,-0.218,-0.419,-0.041098398,-0.0586,-81.14407989,"0"
"IVAC",3.529,0,2.5713,0,-0.1016,0.739669879,0,0,0.0033,0.122,0,2.775,188372682,-0.029,-0.093,0.047214318,0.066,-23.88888995,"0"
"IZEA",0.845,0,1.1597,0,-0.7922,0.877023626,0,-20.2207,-0.55,0.3021,0.2114,0.612,11831570.38,-0.26,-0.285,-0.277739538,-0.1775,76.65024564,"1"
"IZEA",1.628,4.5902,3.7834,2.904,0.7475,0.823706975,0,126.4804,-0.2938,1.1852,0.0145,3.534,16099339.2,0.399,0.383,-0.506312818,0.2558,-36.78571389,"0"
"IZEA",1.67,0,2.7289,0,-0.8412,1.247416716,0,-90.1482,-0.1974,0.5347,0,1.377,24525022.5,-0.34,-0.356,-0.222256192,0.5049,-0.444444021,"0"
"IZEA",3.795,0,2.0182,0,-0.7971,0.65507459,0,-96.6012,-0.1572,-4.03,5e-04,2.476,39832880.9,-0.779,-0.801,-0.430410601,0.6954,-46.30951865,"0"
"IZEA",0.933,0,4.7123,0,-1.0329,1.793285803,0,-83.1832,-0.0922,0.3191,0.0946,1.032,24966824.96,-0.212,-0.224,-0.085935803,0.1509,-77.52293603,"0"
"JBL",11.323,59.12,2.5298,4.8189,0.0443,1.834308029,0.0108,3.4979,-0.3599,-0.2899,1.2915,1.044,4979226633,0.059,0.004,-0.050030649,0.1591,-68.69328091,"0"
"JBL",12.938,44.1549,2.3799,5.6021,0.0548,1.718018168,0.0102,2.8697,-0.3569,-0.4773,0.8712,0.964,5619258237,0.061,0.007,-0.076801957,0.0387,-6.020431092,"0"
"JBL",12.805,15.9323,1.6437,4.3106,0.1042,1.77793861,0.0151,3.8289,0.0044,-0.0897,0.8694,1.05,4049104267,0.066,0.014,0.049921141,0.0254,10.72429005,"1"
"JBL",11.071,18.1176,1.9042,5.3642,0.1076,1.858799308,0.0148,3.4601,0.0085,-0.3352,0.7505,1.24,4308327211,0.059,0.015,0.031698666,-0.0862,9.300401707,"1"
"JBL",11.951,13.1633,1.6209,4.1672,0.1227,1.866132449,0.0165,4.2905,0.0782,0.2185,0.7166,1.034,3750584745,0.06,0.016,0.069306353,0.1356,4.68709208,"1"
"JCOM",18.691,29.8261,4.425,14.5311,0.1501,0.404107934,0.0148,4.6959,0.053,0.0581,0.6655,2.455,3994426860,0.406,0.185,0.317780568,0.2033,3.631227207,"1"
"JCOM",17.535,23.8462,3.564,12.1928,0.1516,0.351295624,0.0177,5.9409,0.0558,0.1316,0.7239,4.055,2964002628,0.415,0.206,0.295863312,0.1502,36.71256608,"1"
"JCOM",21.441,25.9204,3.5038,9.9522,0.1367,0.455685129,0.0203,3.9504,0.062,-0.0958,0.982,2.34,3626307103,0.384,0.125,0.236545009,0.2786,-5.391777619,"0"
"JCOM",19.185,26.181,4.2695,12.3229,0.1667,0.423916564,0.0165,6.1109,0.065,0.1465,0.8535,0.766,3963234317,0.429,0.174,0.323003014,0.2129,-7.242542636,"0"
"JCOM",21.6,26.2803,3.2131,9.9934,0.1242,0.471446757,0.0242,3.7981,0.1009,-0.0848,0.9782,1.498,3419625307,0.35,0.107,0.332416684,0.08,37.47948764,"1"
"JCS",4.573,0,0.4461,0,-0.1631,1.233336654,0.069,-165.5094,-0.2933,0.4318,0,3.637,18591724.55,-0.063,-0.103,-0.071814483,-0.2012,-163.4526198,"0"
"JCS",8.278,0,0.9477,0,-0.1337,1.224683133,0.0824,-85.3679,-0.022,-5.8261,0.0014,4.008,68020242.78,-0.065,-0.09,0.007804363,-0.0958,-38.85404452,"0"
"JCS",6.979,0,0.6771,0,-0.1316,1.357706824,0.0851,-64.6758,-0.0023,0.1712,0,4.871,41653317.6,-0.041,-0.082,0.012232764,-0.0772,-21.35188683,"0"
"JCS",9.977,45.6522,1.0569,12.7362,0.0228,1.187315876,0.061,40.8445,0.0731,3.0909,0.0073,5.379,90860511,0.048,0.016,0.102224993,-0.0933,-22.25469455,"0"
"JCS",5.499,0,0.662,0,-0.2405,1.415785239,0.0441,-165.0432,0.0951,-0.4348,0,5.074,32557604.31,-0.104,-0.144,0.044336782,-0.1714,-41.62632118,"0"
"JD",5.0039,0,NA,NA,-0.1332,1.729535733,0,-171.6638,-0.002,-2.5641,0.0504,0.278,47440170000,-0.0047,-0.0182,0.011216304,0.6243,34.32555693,"1"
"JD",3.4454,0,NA,NA,-0.2978,2.12953013,0,-124.6641,-0.002,0.4061,0.2084,0.1839,47440170000,-0.0055,-0.0077,0.009369755,0.5022,-13.8503219,"0"
"JD",3.4799,0,NA,NA,-0.1123,1.610552354,0,-4.8852,-0.002,0.6183,0.5977,0.147,47440170000,3e-04,-0.0022,0.031903568,0.3334,60.41827521,"1"
"JD",5.5299,0,NA,NA,-0.0029,1.968606237,0,0.9869,-0.002,0.9614,0.4575,0.1471,47440170000,0.0021,0,0.074121925,0.4726,-51.64047852,"0"
"JD",6.0113,0,NA,NA,-0.0417,2.208878516,0,-1.4162,-0.002,-15.6755,0.2412,0.1256,25618320000,0.0013,-7e-04,0.04519595,0.2209,65.63234031,"1"
"JKS",18.4162,5.5796,NA,NA,0.2068,0.510423704,0,3.6065,-0.6374,0.9287,2.4006,0.1597,620730000,0.0207,0.0111,0.019204387,0.3476,-37.86746635,"0"
"JKS",21.3716,8.1789,NA,NA,0.1981,0.56933621,0,4.0758,-0.6374,0.3226,1.8966,0.1861,620730000,0.0188,0.0068,0.08664534,0.514,-44.15108439,"0"
"JKS",29.5627,1.8703,NA,NA,0.3074,0.820241983,0,7.2446,-0.6374,1.451,1.7426,0.1545,620730000,0.0228,0.0122,-0.084248317,0.2942,-53.87075535,"0"
"JKS",31.3647,37.6785,NA,NA,0.0212,0.924450669,0,1.596,-0.6374,-0.9192,1.9645,0.1484,620730000,0.0057,8e-04,-0.006689573,0.2985,-60.53471447,"0"
"JKS",29.5065,6.4717,NA,NA,0.0518,0.698476732,0,2.3896,-0.6374,1.3314,2.0127,0.137,385710000,0.0087,0.0023,0.024540003,-0.0943,-120.7065819,"0"
"JNPR",10.754,0,1.9298,90.0414,-0.068,0.55873403,0.009,0,0.0591,-1.8488,0.2742,1.857,9654935237,0.022,-0.072,0.164984548,-0.009,24.78871907,"1"
"JNPR",11.711,17.037,2.3097,10.3069,0.1385,0.564342058,0.0145,0,0.0647,3.1781,0.4235,1.616,10649521631,0.212,0.13,0.185166125,0.0499,4.814300635,"1"
"JNPR",13.82,16.6111,1.9288,10.5867,0.1175,0.496352782,0.0268,0,0.0768,1,0.4435,2.487,9288104904,0.16,0.122,0.18528241,-0.0755,-5.58885322,"0"
"JNPR",13.001,18.4516,2.1894,9.9851,0.1194,0.516760731,0.014,0,0.0838,-0.0377,0.43,2.288,10877242090,0.207,0.119,0.225767019,0.0272,1.052906251,"1"
"JNPR",12.393,35.4321,2.2735,9.5085,0.0654,0.511216417,0.0139,0,0.103,-0.4771,0.4564,2.407,10760442296,0.206,0.061,0.250497295,0.0074,-3.76102197,"0"
"JT",0.0219,0,NA,NA,-3.462,2.650052423,0,0,-0.0318,0.131,0,0.2271,146850000,-0.0717,-0.0736,-0.670981265,0.9783,-53.78031521,"0"
"JT",0.658,0,NA,NA,-0.1314,0.755558749,0,0,-0.0318,-0.1298,0,0.7604,146850000,-0.0175,-0.0212,-0.019435278,3.2585,-35.84615267,"0"
"JT",0.5508,0,NA,NA,-0.1036,0.822793833,0,0,-0.0318,0.3457,0.0819,0.4308,521708700,-0.0103,-0.0119,-0.036199165,0.3323,-66.36568697,"0"
"KBAL",3.662,41.931,3.2879,9.249,0.1435,2.265041711,0.4618,1119.1667,-0.0386,-0.3953,0.0019,1.299,468857607,0.078,0.034,0.024963886,0.1049,-86.12447695,"0"
"KBAL",5.173,17.8152,3.1495,7.6591,0.1784,2.125607916,0.0171,237.7647,0.0404,-0.0707,0.001,1.694,608027844.7,0.097,0.049,0.066518677,0.0167,45.91000502,"1"
"KBAL",11.497,14.8322,1.1362,5.5221,0.0758,0.753056861,0.0153,1318.4615,0.0722,0.6226,7e-04,1.971,501699177.8,0.122,0.062,0.128482559,0.0876,9.348856268,"1"
"KBAL",4.001,20.3214,2.8455,7.8267,0.1412,2.321533794,0.0193,1518.7273,0.0779,0.0769,0.0016,1.494,426208915.1,0.076,0.033,0.077707203,0.057,6.913846571,"1"
"KBAL",4.72,16.69,3.5289,7.16,0.2129,2.20868088,0.0144,1569.0541,0.0838,0.7679,0.0225,1.685,621634638.5,0.106,0.054,0.093574441,0.0911,-22.80417694,"0"
"KE",10.714,16.2111,1.3622,6.627,0.0839,1.695474665,0,3162,-0.0207,0.0595,0,2.214,425615817.9,0.066,0.032,0.034251541,0.1049,68.83118009,"1"
"KE",11.218,16.1688,1.089,6.4475,0.0687,1.649270906,0,350.7,0.0062,-0.1461,0.0277,2.072,354736131.9,0.057,0.026,0.043740351,0.0277,0.274721071,"1"
"KE",12.486,14.44,1.4216,6.6504,0.0999,1.677491783,0,164.3026,0.0255,0.6316,0.0292,1.948,489644985.3,0.074,0.037,0.050223759,0.1055,-16.49595467,"0"
"KE",13.293,30.7937,1.4538,6.6936,0.0471,1.761062688,0,85.962,0.0264,-0.5,0.0234,1.912,517876190.6,0.067,0.016,0.037497866,0.1516,12.06896174,"1"
"KE",8.66,0.0238,0.0023,0,0.0975,1.814229442,0,15122,31.7812,0.1351,0,1.989,582860.98,0.065,0.033,0.053006621,0.0546,-3.342129448,"0"
"KEM",4.92,0,1.1829,25.1119,-0.3087,0.988145797,0,-0.6362,-0.1483,0.1694,1.7964,2.401,262178405.5,0.028,-0.082,-0.00809197,0.0118,-43.02884429,"0"
"KEM",3.629,0,1.1424,7.2096,-0.0859,1.102450405,0,0.7809,0.0115,0.7961,2.3765,2.73,188072714.9,0.088,-0.017,0.029643145,-0.0126,175.1037298,"1"
"KEM",8.786,3.6528,2.1655,2.9767,0.5478,0.981403572,0,9.0062,0.0561,4.0941,0.6998,2.36,994555630.5,0.289,0.212,0.10061899,0.5847,54.16116408,"1"
"KEM",3.318,11.8812,3.6357,6.4667,0.3053,1.031338985,0,2.2942,0.0825,1.7265,2.5131,2.913,558078120,0.171,0.062,0.094630139,0.0306,12.07411393,"1"
"KEM",2.445,0,0.792,13.2698,-0.4768,1.050077167,0,-0.2024,0.1344,-2.7742,3.448,2.849,88508377.59,0.042,-0.073,0.04404462,-0.1073,-142.5120672,"0"
"KEYS",12.833,78.3684,3.5968,19.7086,0.0442,0.537502107,0,3.2375,0.0308,-0.7128,0.8866,2.658,8308945689,0.152,0.032,0.102853559,0.0929,47.28351028,"1"
"KEYS",13.011,64.8636,4.3872,0,0.0678,0.665865385,0,-3.9518,0.0395,0.5357,0.7357,1.627,10698393322,-0.005,0.043,0.143115008,0.2161,67.09540917,"1"
"KEYS",7.704,10.977,4.3314,11.7659,0.394,0.814139111,0,9.4348,0.0504,0.2766,0.8441,2.302,5655235691,0.187,0.18,0.131652661,-0.0263,31.49946205,"1"
"KEYS",8.9,16.6497,3.6854,10.7567,0.2214,0.768703899,0,8.7872,0.059,-0.35,0.7224,2.879,5573932452,0.187,0.115,0.143934202,0.0217,14.66372622,"1"
"KEYS",4.605,13.4043,6.8407,9.9214,0.5098,0.961639344,0,159.3333,0.0933,-0.1423,1.4291,2.406,5286822219,0.192,0.134,0.191953631,0.0156,-15.23039654,"0"
"KLAC",22.102,20.6952,3.2765,11.0612,0.1588,0.52917079,0.0248,14.6486,0.0591,0.081,0.2031,5.121,12045664926,0.297,0.199,0.265885121,0.0305,2.073555583,"1"
"KLAC",2.597,24.8717,21.1596,15.7771,0.8688,0.583100291,0.3291,5.0952,0.0623,-0.3545,7.5703,3.898,8989162502,0.221,0.13,0.215314659,-0.0394,18.07003085,"1"
"KLAC",4.421,16.2058,16.5517,11.4238,1.0222,0.60141741,0.0284,7.9836,0.0638,1.0045,4.4375,3.859,11405639494,0.351,0.236,0.254547757,0.0606,35.54718393,"1"
"KLAC",10.365,20.2339,9.9759,9.5142,0.4951,0.715902422,0.0243,13.7293,0.0718,-0.1327,1.3807,3.746,16179522215,0.405,0.199,0.304486262,0.16,100.8014656,"1"
"KLAC",8.477,15.4578,10.8084,10.5345,0.6982,0.629050104,0.0234,10.5794,0.0726,0.3096,2.2093,3.396,14345347631,0.389,0.266,0.310247315,0.166,-13.36355242,"0"
"KLIC",12.687,29.4146,1.8487,5.2199,0.0644,0.749844823,0.01,169.3302,0.0636,-0.5429,0.0173,5.672,1629836399,0.222,0.064,0.138900105,0.099,36.87042882,"1"
"KLIC",10.331,17.5,1.3938,5.6939,0.0798,0.602011969,0,74.6002,0.0658,0.0385,0.0242,10.297,1100116662,0.161,0.111,0.14503077,0.0629,-18.90202128,"0"
"KLIC",11.344,18.7826,1.1412,5.1863,0.0606,0.638399746,0,51.7353,0.0693,-0.0145,0.0209,6.2,912406693,0.117,0.077,0.109068674,0.1691,49.69249476,"1"
"KLIC",12.975,12.3483,1.6901,7.1303,0.1371,0.690834399,0,113.0916,0.0717,1.5735,0.0175,4.94,1562730743,0.168,0.156,0.168483427,0.2899,-15.7853784,"0"
"KLIC",10.2,13.6087,0.8853,3.4421,0.0675,0.593135618,0,34.0051,0.1134,-0.1481,0.0214,9.568,685901573.8,0.11,0.097,0.163801958,-0.0565,41.02564506,"1"
"KN",14.536,0,1.6206,27.9133,-0.0704,0.457843383,0,-10.2273,0.0079,-1.8226,0.3236,1.642,2002704693,0.092,-0.095,0.126229508,-0.2468,-42.04347859,"0"
"KN",11.599,0,1.1716,0,-0.2322,0.444208665,0,-17.1575,0.0121,-1.6373,0.4259,1.916,1178893603,-0.109,-0.31,0.10403397,-0.1764,19.01708782,"1"
"KN",13.455,17.7467,0.9913,9.7661,0.0559,0.534207636,0,4.95,0.0154,-0.0133,0.1305,2.574,1200618248,0.159,0.082,0.119119603,0.1111,58.30838445,"1"
"KN",12.673,19.8553,1.1931,8.9942,0.0603,0.480190992,0,4.9417,0.031,2.5957,0.1701,2.605,1350079529,0.214,0.092,0.124832034,-0.0152,-11.79588943,"0"
"KN",11.373,0,1.4743,28.635,-0.0419,0.498811881,0,-0.6667,0.0476,0.8253,0.2957,2.2,1486165023,0.08,-0.056,0.142252216,0.0028,-12.47761285,"0"
"KODK",-0.07,0,0,4.2896,5.3333,0.877483444,0,-1.2222,-0.8719,-1.4773,-133.6667,1.17,108952962.6,0.047,-0.012,-0.046792453,-0.044,83.79447225,"1"
"KODK",1.341,1.7898,2.3487,2.8564,1.6491,0.811950791,0,-2.25,-0.783,5.2857,7.0702,2.286,134099784,0.045,0.068,-0.048340548,-0.1564,-19.04762301,"0"
"KODK",1.862,0,6.7362,3.891,-1.0256,0.843311506,0,0.2381,-0.2621,0.3525,8.7821,2.784,526565472.2,0.089,-0.044,-0.052689961,-0.1188,26.42740384,"1"
"KODK",6.643,0,3.2683,5.6537,-0.444,0.800469484,0,-0.8226,-0.1882,NA,2.444,2.588,908753180.3,0.072,-0.06,-0.062561095,NA,-43.18078779,"0"
"KODK",-1.73,56.7857,0,2.885,-0.2055,0.925112613,0,1.8,-0.0831,1.1466,-5.6301,2.492,673508449.8,0.13,0.009,-0.009129641,-0.0887,-80.50314479,"0"
"KOPN",0.654,0,1.5319,0,-0.7215,0.410837451,0,0,-0.4004,-0.3056,0,4.765,73135253,-1.33,-1.412,-1.148733957,-0.1213,-63.63636388,"0"
"KOPN",1.098,0,3.0425,0,-0.3288,0.304870027,0,0,-0.118,0.027,0,6.588,243337098.5,-0.923,-0.907,-0.930722386,0.2296,-69.04024786,"0"
"KOPN",1.493,0,1.931,0,-0.1551,0.302228861,0,0,-0.0959,0.4889,0,8.97,188104046.6,-0.392,-0.458,-0.527838268,0.0078,-2.52707342,"0"
"KOPN",1.754,0,2.056,0,-0.2568,0.258720507,0,0,-0.0879,-4.625,0,7.546,237268278,-0.798,-0.887,-0.616364618,0.3891,-25.68306107,"0"
"KOPN",1.157,0,2.9441,0,-0.3182,0.25779324,0,0,-0.0813,-0.6087,0,6.239,227016306.8,-0.859,-1.041,-1.155995085,-0.2936,-5.882354179,"0"
"KOSS",2.215,33,1.0429,14.9695,0.0295,1.080396038,0,40.0219,-0.0391,1.0933,0,3.085,17054050.86,0.044,0.02,-0.014056509,0.0163,-15.1515126,"0"
"KOSS",2.38,0,0.7604,0,-0.0548,1.026922701,0,-800.9606,-0.0127,-1.6842,0,3.817,13362697.86,-0.011,-0.04,0.009738474,-0.0749,-11.98157145,"0"
"KOSS",2.463,10.6842,0.8241,5.1706,0.0764,1.077978369,0,373.5165,-0.009,1.7143,0,3.847,14986893.18,0.106,0.053,0.012100335,0.0731,34.93449632,"1"
"KOSS",1.924,0,1.2682,104.4538,-0.2402,1.032697689,0,-69.7888,0.0433,-2.5385,0,3.846,18013802.64,0.007,-0.145,0.04383383,-0.0221,-21.4285749,"0"
"KOSS",2.064,0,1.5453,0,-0.3644,0.97748762,0.0564,201.7531,0.1297,-2.0135,0,2.456,23550832.14,-0.374,-0.233,0.150641742,-0.3334,10.49724106,"1"
"KTCC",10.837,13.4615,0.6461,7.0275,0.0482,2.00909208,0,4.1713,-0.0822,-0.1207,0.3684,2.292,75317760,0.036,0.012,0.00488246,-0.0354,-17.99709427,"0"
"KTCC",9.845,14.5556,1.066,8.5665,0.0735,1.949406358,0,114.8642,-0.0571,-0.4018,0.0758,2.362,110453991.4,0.043,0.025,0.004774161,-0.1541,-9.52380655,"0"
"KTCC",9.858,12,0.7427,7.3415,0.0619,2.055598413,0,4.5987,-0.0138,0.5263,0.4198,2.157,78401635.92,0.034,0.013,0.00944398,0.1174,-12.7877235,"0"
"KTCC",10.974,0,0.6771,12.8934,-0.0112,1.810431269,0,0.4358,-0.0045,-1.2353,0.2964,1.967,79944422.4,0.02,-0.003,0.00699495,-0.0459,-5.061081342,"0"
"KTCC",9.532,26.2439,1.1356,12.421,0.0427,1.880451832,0,4.9172,0.0661,-0.4328,0.4255,2.056,113536076.8,0.029,0.01,0.017666021,0.4211,0.773195116,"1"
"KVHI",5.829,0,1.7798,28.1607,-0.0827,0.909987637,0,-3.2761,-0.0587,0.2836,0.2951,1.388,182518165,0.041,-0.048,0.03035822,0.0667,-7.432437097,"0"
"KVHI",6.436,0,1.6081,70.2929,-0.1044,0.815780757,0,-5.7744,-0.0072,-0.4255,0.4453,2.256,176232546.8,0.016,-0.069,0.072004148,-0.091,-0.097089599,"0"
"KVHI",7.563,67.2857,1.2496,10.1609,0.0191,0.815964504,0,2.826,0.0178,0,0.5474,2.642,151806936.1,0.091,0.012,0.045479164,0.0698,23.0448384,"1"
"KVHI",7.558,0,1.6816,17.6354,4e-04,0.731823251,0,2.0224,0.0261,-1,0.6082,2.367,201274200.6,0.073,0,0.060084245,0.0635,-24.03225511,"0"
"KVHI",6.726,0,1.7214,16.3187,-0.0706,0.881681243,0,-0.3719,0.0686,-4.3571,0.5451,2.745,190395127,0.068,-0.043,0.106170723,-0.0461,-9.999996683,"0"
"LDOS",22.276,26.7925,2.8986,14.339,0.1086,1.131256952,0.0198,3.8214,0.0456,0.0128,0.9231,1.214,9768308442,0.086,0.036,0.051720747,0.444,-15.97445423,"0"
"LDOS",20.849,21.3975,2.4528,20.2302,0.0778,0.771243977,0.2917,4.6744,0.0546,-0.2813,1.0485,1.181,7689602482,0.074,0.035,0.063751242,0.4947,29.62464802,"1"
"LDOS",18.627,23.3711,2.4341,14.501,0.1028,1.382748679,0.5945,3.0488,0.0659,-0.6866,0.8357,1.791,3882328724,0.057,0.028,0.053692441,-0.1076,35.1731112,"1"
"LDOS",22.089,13.6104,2.3723,10.602,0.1756,1.162371722,0.0244,5.413,0.0886,0.5966,0.9444,1.379,7847427196,0.098,0.057,0.075338434,0.0024,91.25367256,"1"
"LDOS",13.474,0,3.0725,0,-0.3236,1.543127095,0.0309,-2.68,0.1246,-3.2474,1.1683,1.701,3066368459,-0.027,-0.064,0.081177168,-0.1202,31.92740308,"1"
"LEDS",15.602,0,0.5183,0,-0.5574,0.251332072,0,-293.8795,-0.8219,0.4494,0.141,2.74,22739592,-1.228,-1.69,-1.084041157,-0.194,-66.96428473,"0"
"LEDS",10.204,0,0.4862,0,-0.4531,0.366666667,0,-140.2021,-0.4232,0.469,0.1334,2.165,14235573.1,-0.581,-0.94,-0.320376664,-0.0247,-12.25000024,"0"
"LEDS",2.206,0,0.7798,0,-0.5233,0.521448783,0,-119.3235,-0.3503,0.84,0.3487,1.078,6095533.8,-0.321,-0.444,-0.228890818,-0.0913,-31.64556924,"0"
"LEDS",3.955,0,1.6043,0,-1.8336,0.456037778,0,-408.1346,-0.216,-0.5693,0.2507,2.374,18318006.7,-1.548,-2.098,-0.339151874,-0.2821,-5.070424484,"0"
"LEDS",1.409,0,2.8408,0,-0.5958,0.525964912,0,-109.4074,-0.0365,0.2759,0.4693,0.81,14191592.1,-0.261,-0.398,-0.157038025,-0.1866,-30.5263128,"0"
"LFUS",36.118,32.5659,4.1991,19.3079,0.1282,0.708263982,0.0082,15.2877,0.0395,0.2921,0.5574,3.264,3397394561,0.175,0.099,0.170554812,0.217,32.24783147,"1"
"LFUS",40.879,37.6224,4.856,16.294,0.1289,0.701989883,0.0071,16.2494,0.0453,0.1326,0.5344,3.525,4503382646,0.23,0.098,0.220354079,0.1566,-12.83014319,"0"
"LFUS",32.273,22.777,3.073,11.8904,0.1348,0.795642803,0.0095,27.8501,0.0543,0.0964,0.2683,2.71,2228252923,0.209,0.115,0.179744013,0.1242,13.15574641,"1"
"LFUS",59.438,25.9033,2.9035,13.6643,0.1113,0.657332386,0.0093,10.0807,0.0618,0.2514,0.47,3.497,4313881033,0.192,0.096,0.193095245,0.4068,13.61102661,"1"
"LGL",5.484,0,0.6537,0,-0.1984,1.333159541,0,-107.8077,-0.1682,0.6562,0,4.276,9288954.4,-0.086,-0.123,-0.056446356,-0.1217,-5.852417689,"0"
"LGL",5.212,83.6667,0.9628,11.0411,0.0107,1.25501622,0,0.2273,0.0079,1.2222,0,4.679,13376111.28,0.034,0.007,0.013307166,0.0086,11.95218938,"1"
"LGL",5.198,0,0.7159,31.6262,-0.0518,1.3107005,0,-20.9688,0.0272,0.7523,0,5.757,9815282.3,0.006,-0.034,0.033264134,-0.0999,35.30997114,"1"
"LGL",8.509,143.75,0.6758,0,0.0047,0.812992197,0,20.9091,0.042,-0.3333,0,9.345,15383923.75,0.036,0.005,0.030399072,0.0723,6.086954863,"1"
"LGL",5.754,20.3333,1.0776,5.1121,0.0514,0.826932668,0,-784,0.0453,6.25,0,9.951,29430438.2,0.08,0.056,0.066586248,0.1102,132.5581464,"1"
"LITE",5.707,0,2.6264,53.3567,0.0319,1.662060557,0,0,-0.044,0.6364,0,2.089,1001598384,0.055,0.013,0.076782003,0.0623,-29.52941446,"0"
"LITE",6.473,0,2.6264,53.3567,-0.0089,1.63304721,0,0,-0.044,-1.3333,0,2.543,1001598384,0.022,-0.004,0.011229244,0.0235,-73.08554258,"0"
"LITE",10.211,0,5.7264,492.9526,-0.1656,0.812393544,0,-9.8727,-0.015,-33.2,0.5131,5.05,3540582105,0.007,-0.103,0.084864217,0.1092,-16.23131198,"0"
"LITE",8.416,0,2.8064,19.2222,0.0187,1.243287898,0,0,0.0033,0.1667,0,2.818,1393088625,0.071,-0.004,0.095902547,0.0787,31.09920248,"1"
"LITE",14.865,15.1804,4.0004,14.7235,0.2679,0.788934556,0,8.1099,0.0418,3.2339,0.3609,5.267,3687140000,0.18,0.194,0.198364992,0.2457,86.19394874,"1"
"LLNW",1.979,0,0.7473,0,-0.1209,0.757497994,0,-815.7241,-0.1239,0.04,0.0096,4.655,147468546.8,-0.016,-0.14,0.037686061,0.0533,-77.46479275,"0"
"LLNW",2.157,0,1.2878,0,-0.1159,0.672322564,0,-761.125,-0.0663,0.3243,0.0017,4.941,273357787.9,-0.026,-0.152,0.002859626,-0.0644,-47.29241703,"0"
"LLNW",1.325,0,3.4533,33.3516,-0.0529,0.938467177,0,-89.05,-0.0305,0.9014,0,2.047,495894312.1,0.073,-0.041,0.029822087,0.0959,-48.23009018,"0"
"LLNW",1.318,0,1.8868,0,-0.5374,0.808315996,0,-78.8715,-0.0097,-1.9583,0,2.35,257889913.1,-0.309,-0.439,0.038981419,-0.0157,-79.99999027,"0"
"LLNW",1.473,26,1.6093,7.3798,0.0596,0.983637049,0,121.6977,0.0141,2.1429,0,2.758,264894701.8,0.148,0.05,0.10079215,0.0613,64.51612469,"1"
"LN",NA,0.249,NA,NA,0.3367,1.011653853,0,83.8462,-4e-04,5.4662,2.0742,0.006,9860340000,0.0014,4e-04,0.215531517,0.9215,-20.00000298,"0"
"LN",6.312,113.7005,NA,NA,0.042,0.572441612,0,242.0308,-4e-04,1.8274,0.1523,0.0173,9860340000,0.0012,4e-04,0.247230484,0.247,21.05729752,"1"
"LN",7.5417,127.3736,NA,NA,0.0436,0.590425094,0,693.3077,-4e-04,0.1219,0.1546,0.0167,9860340000,0.0013,4e-04,0.128757856,0.269,-17.44917507,"0"
"LN",7.5822,0,NA,NA,-0.0187,0.483533263,0,12.183,-4e-04,-1.4705,0.9018,0.024,8152290000,7e-04,-1e-04,0.086704834,0.3453,43.47189268,"1"
"LOGI",4.654,21.7945,3.4046,11.8223,0.157,1.524075499,0.0331,0,0.0496,11,0,2.232,2593071622,0.087,0.059,0.091767009,0.0066,37.48954964,"1"
"LOGI",5.283,25.0945,6.0315,17.352,0.2405,1.482258685,0.0179,0,0.0498,0.7222,0,2.027,5154077718,0.12,0.093,0.129821507,0.1008,-5.816506849,"0"
"LOGI",6.404,28.2835,5.6204,18.1657,0.1985,1.472536897,0.0175,0,0.052,-0.0081,0,2.038,5894863169,0.113,0.081,0.134896564,0.1555,51.10541887,"1"
"LOGI",4.636,219.1667,2.8509,26.0602,0.0122,1.405296212,0.02,-10.6433,0.0618,-0.8696,0,2.126,2159664805,0.031,0.005,0.089097355,-0.0016,-71.57738517,"0"
"LOGI",5.006,32.3696,3.0057,15.4911,0.0924,1.383520625,0.0154,176.4455,0.066,1.3194,0,2.052,2406034078,0.062,0.037,0.102299868,-0.0435,22.2015985,"1"
"LOGM",7.75,980,12.7574,89.1702,0.0135,0.758117092,0.0102,3.2865,0.0307,-0.8214,0.153,1.103,2497715416,0.078,0.008,0.274691431,0.2374,18.15833166,"1"
"LOGM",62.732,58.7056,1.9243,27.6873,0.0315,0.256546991,0.0108,-7.5064,0.041,18.3,0,0.896,6087546767,0.213,0.101,0.319459964,1.9452,-28.60080169,"0"
"LOGM",8.371,113.7288,8.1061,48.1508,0.0701,0.596007452,0,31.5192,0.0411,0.8065,0.2887,1.341,1681607124,0.117,0.054,0.315795287,0.2237,58.66836502,"1"
"LOGM",7.129,149.5152,6.9236,48.7209,0.0458,0.698306429,0,4698,0.0533,1.9688,0,1.671,1203047599,0.093,0.036,0.334088738,0.335,39.09617147,"1"
"LOGM",57.411,56.6458,1.3981,10.8824,0.025,0.305895929,0.0147,13.7398,0.0812,-0.2642,0.0672,0.625,4173299186,0.322,0.062,0.335582795,0.2164,6.627742271,"1"
